team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2008,BOS,2008020092,BOS,TOR,HOME,20081023,Team Level,other,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0.25,0.011,0.022,0.02,0.288,0.41,0.25,0.25,0.25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.25,0,0,1,1,1,1,0,0.002,0,0,0.252,0.252,0.252
BOS,2008,BOS,2008020092,BOS,TOR,HOME,20081023,Team Level,all,0.5172,0.5043,0.4535,3600,26.711,2.242,1.925,6.265,0.878,15.592,12.098,2.182,2.184,2.125,28,11,19,58,2,2,0,11,1,12,11,26,37,7,14,32,23,7,7,27,11,1,0.697,1.305,0.24,1,1,0,57.208,39,38.392,2,0.41,0.26,0.26,2.393,2.336,2.288,33.145,2.093,2.095,7.459,1.209,19.441,14.704,2.078,2.119,2.104,37,10,10,57,4,0,0,8,0,14,21,33,43,4,8,33,15,6,3,40,5,2,0.661,0.551,0.88,1,1,2,57.657,47,47.628,3,0.472,0,0.012,2.553,2.587,2.57
BOS,2008,BOS,2008020092,BOS,TOR,HOME,20081023,Team Level,5on5,0.6297,0.6143,0.5556,2297,20.742,1.714,1.432,5.193,0.697,11.995,8.969,1.672,1.655,1.616,21,9,13,43,2,2,0,7,0,9,10,19,28,7,14,19,15,4,5,21,8,1,0.503,0.971,0.24,1,1,0,42.208,30,29.392,1,0.295,0.26,0.26,1.749,1.692,1.669,17.868,1.008,0.954,4.085,0.538,9.401,8.014,1.008,1.035,1.035,18,6,3,27,2,0,0,4,0,5,13,16,22,3,6,14,14,6,2,19,5,0,0.457,0.551,0,1,1,0,27.657,24,24.628,2,0.193,0,0,1.201,1.235,1.235
BOS,2008,BOS,2008020092,BOS,TOR,HOME,20081023,Team Level,4on5,0.0246,0.069,0.087,800,1.021,0.021,0.041,0.091,0.029,0.252,1.566,0.021,0.021,0.021,1,1,0,2,0,0,0,0,1,0,1,1,2,0,0,6,4,2,1,2,0,0,0.021,0,0,0,0,0,2,2,2,1,0.009,0,0,0.03,0.03,0.03,14.546,0.833,1.121,3.342,0.641,9.742,5.321,0.818,0.833,0.818,17,4,6,27,1,0,0,4,0,9,7,16,20,1,2,9,1,0,1,20,0,1,0.203,0,0.63,0,0,1,27,21,21,1,0.275,0,0.012,1.096,1.096,1.08
BOS,2008,BOS,2008020092,BOS,TOR,HOME,20081023,Team Level,5on4,0.998,0.8667,0.875,480,4.949,0.507,0.452,0.982,0.152,3.344,1.563,0.488,0.507,0.488,6,1,6,13,0,0,0,4,0,3,0,6,7,0,0,7,4,1,0,4,3,0,0.173,0.334,0,0,0,0,13,7,7,0,0.107,0,0,0.614,0.614,0.589,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,9,0,0,0,1,0,0,0.001,0,0,0,0,0,2,1,1,0,0.002,0,0,0.003,0.003,0.003
BOS,2008,BOS,2008020105,BOS,ATL,HOME,20081025,Team Level,other,0.3084,0.4,0.5,232,0.731,0.107,0.03,0.18,0.022,0.332,0.394,0.107,0.107,0.107,1,1,0,2,0,0,0,0,0,2,0,1,2,0,0,3,0,0,0,2,0,0,0.107,0,0,0,0,0,2,2,2,0,0.007,0,0,0.049,0.049,0.049,1.347,0.24,0.083,0.221,0.047,0.657,0.752,0.24,0.24,0.24,1,1,1,3,0,0,0,0,0,0,2,1,2,0,0,1,1,0,1,1,1,0,0.074,0.165,0,0,0,0,3,2,2,0,0.022,0,0,0.262,0.262,0.262
BOS,2008,BOS,2008020105,BOS,ATL,HOME,20081025,Team Level,all,0.431,0.5545,0.5402,3600,33.214,3.11,2.271,7.644,1.075,18.603,13.363,3.085,3.018,2.993,33,14,14,61,5,2,0,6,0,11,23,28,42,5,10,35,15,6,5,31,15,1,1.147,1.689,0.274,1,4,0,59.488,47,45.989,4,0.494,0.125,0.125,3.413,3.313,3.288,29.136,4.106,1.665,6.33,0.904,15.168,11.827,4.048,4.215,4.154,32,8,9,49,4,3,1,3,1,11,18,28,36,6,12,26,20,3,7,30,5,5,0.757,0.604,2.746,0,1,3,50.822,40,41.495,1,0.38,1.207,1.207,3.279,3.366,3.327
BOS,2008,BOS,2008020105,BOS,ATL,HOME,20081025,Team Level,5on5,0.5275,0.5325,0.5082,2676,22.699,1.853,1.471,5.298,0.72,12.388,9.27,1.847,1.761,1.755,20,11,10,41,3,2,0,3,0,7,16,17,28,4,8,25,14,6,4,21,10,0,0.684,1.169,0,0,3,0,39.488,31,29.989,3,0.304,0.125,0.125,2.032,1.931,1.93,21.716,1.66,1.171,5.332,0.697,11.508,9.63,1.614,1.769,1.72,24,6,6,36,1,2,0,3,1,9,14,23,29,6,12,20,18,2,4,24,4,2,0.629,0.439,0.592,0,1,0,37.822,30,31.495,0,0.237,0.358,0.358,1.54,1.626,1.587
BOS,2008,BOS,2008020105,BOS,ATL,HOME,20081025,Team Level,4on5,0.1105,0.0909,0.1111,212,0.814,0.274,0.065,0.076,0.016,0.201,0.368,0.274,0.274,0.274,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0.274,0,0,0,1,1,1,1,0.015,0,0,0.289,0.289,0.289,6.073,2.206,0.411,0.776,0.16,3.003,1.444,2.195,2.206,2.195,7,1,2,10,3,1,1,0,0,2,2,4,5,0,0,2,1,0,0,5,0,3,0.053,0,2.153,0,0,3,10,8,8,0,0.121,0.85,0.85,1.478,1.478,1.477
BOS,2008,BOS,2008020105,BOS,ATL,HOME,20081025,Team Level,5on4,1,1,1,480,8.969,0.876,0.705,2.09,0.317,5.681,3.331,0.857,0.876,0.857,11,2,4,17,2,0,0,3,0,2,6,9,11,1,2,6,1,0,0,8,5,0,0.356,0.52,0,1,1,0,17,13,13,0,0.168,0,0,1.043,1.043,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOS,2008,BOS,2008020124,BOS,EDM,AWAY,20081027,Team Level,other,0.8852,0.75,0.8889,112,4.707,0.424,0.361,0.993,0.153,3.056,2.079,0.411,0.424,0.411,2,6,1,9,1,0,0,0,0,5,2,1,7,1,2,3,0,1,1,6,2,0,0.129,0.296,0,1,0,0,9,8,8,1,0.104,0,0,0.463,0.463,0.451,0.702,0.055,0.039,0.122,0.021,0.375,0.388,0.055,0.055,0.055,1,0,2,3,0,0,0,1,0,0,0,1,1,1,2,3,0,0,2,1,0,0,0.055,0,0,0,0,0,3,1,1,1,0.009,0,0,0.064,0.064,0.064
BOS,2008,BOS,2008020124,BOS,EDM,AWAY,20081027,Team Level,all,0.5109,0.5289,0.5517,3798,31.855,1.974,2.07,7.742,1.092,19.68,14.508,1.942,2.049,2.016,36,12,16,64,1,0,0,7,0,23,17,35,47,3,6,25,13,10,16,41,6,1,1.069,0.694,0.211,1,0,0,65.568,48,49.098,13,0.456,0,0,2.365,2.454,2.419,26.159,1.89,1.746,6.101,0.872,16.003,12.387,1.819,1.817,1.748,27,12,18,57,0,1,0,7,1,18,12,27,39,5,10,27,11,8,18,34,3,2,1.041,0.403,0.447,0,0,0,55.56,39,38.05,10,0.361,0.227,0.227,2.024,1.948,1.874
BOS,2008,BOS,2008020124,BOS,EDM,AWAY,20081027,Team Level,5on5,0.4823,0.5052,0.5217,3087,24.714,1.515,1.496,6.251,0.831,14.541,11.366,1.496,1.59,1.57,30,6,13,49,0,0,0,7,0,16,13,30,36,2,4,18,12,8,12,31,4,1,0.906,0.398,0.211,0,0,0,50.568,36,37.098,10,0.3,0,0,1.815,1.904,1.881,22.227,1.626,1.435,5.295,0.746,13.385,10.513,1.565,1.553,1.495,25,8,15,48,0,1,0,6,1,15,10,25,33,3,6,24,8,7,13,28,3,2,0.777,0.403,0.447,0,0,0,46.56,33,32.05,9,0.289,0.227,0.227,1.688,1.613,1.552
BOS,2008,BOS,2008020124,BOS,EDM,AWAY,20081027,Team Level,4on5,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.532,0.185,0.242,0.599,0.09,1.997,0.887,0.175,0.185,0.175,0,4,1,5,0,0,0,0,0,3,1,0,4,1,2,0,0,0,3,4,0,0,0.185,0,0,0,0,0,5,4,4,0,0.056,0,0,0.242,0.242,0.228
BOS,2008,BOS,2008020124,BOS,EDM,AWAY,20081027,Team Level,5on4,0.5932,0.8571,0.8,405,2.434,0.035,0.214,0.498,0.108,2.084,1.062,0.035,0.035,0.035,4,0,2,6,0,0,0,0,0,2,2,4,4,0,0,2,0,1,1,4,0,0,0.035,0,0,0,0,0,6,4,4,0,0.052,0,0,0.087,0.087,0.087,0.698,0.024,0.031,0.086,0.015,0.246,0.599,0.024,0.024,0.024,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,1,0,0,0.024,0,0,0,0,0,1,1,1,0,0.007,0,0,0.03,0.03,0.03
BOS,2008,BOS,2008020131,BOS,VAN,AWAY,20081028,Team Level,other,0.4569,0.1667,0.25,86,0.712,0.106,0.056,0.086,0.018,0.513,0.221,0.106,0.106,0.106,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.106,0,0,1,0,1,1,1,0,0.019,0,0,0.124,0.124,0.124,2.158,0.126,0.191,0.515,0.092,1.545,0.532,0.125,0.126,0.125,1,2,2,5,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,3,0,0,0.126,0,0,0,0,0,5,3,3,0,0.048,0,0,0.174,0.174,0.173
BOS,2008,BOS,2008020131,BOS,VAN,AWAY,20081028,Team Level,all,0.3275,0.4299,0.4487,3600,24.615,1.058,1.481,5.851,0.773,14.69,11.148,1.054,1.142,1.139,30,5,11,46,1,0,0,8,3,10,13,29,34,3,6,27,19,6,8,31,4,0,0.555,0.503,0,0,1,0,49.385,35,37.431,5,0.323,0,0,1.381,1.484,1.479,30.121,2.173,1.959,7.848,1.381,17.786,11.854,2.146,2.044,2.019,31,12,18,61,0,2,0,6,1,16,18,31,43,2,4,30,10,6,6,35,7,1,1.172,0.739,0.262,0,0,0,57.47,43,40.374,5,0.417,0.089,0.109,2.481,2.336,2.313
BOS,2008,BOS,2008020131,BOS,VAN,AWAY,20081028,Team Level,5on5,0.3397,0.4353,0.4286,2931,18.902,0.902,1.026,4.502,0.597,10.795,9.178,0.899,0.986,0.983,22,5,10,37,0,0,0,5,2,9,11,22,27,3,6,22,18,5,8,24,3,0,0.504,0.397,0,0,0,0,40.385,27,29.431,5,0.204,0,0,1.106,1.209,1.205,25.039,1.753,1.609,6.785,1.204,14.639,10.01,1.728,1.624,1.601,29,7,12,48,0,2,0,6,1,13,14,29,36,2,4,24,10,5,4,30,5,1,0.956,0.535,0.262,0,0,0,44.47,36,33.374,4,0.329,0.089,0.109,1.973,1.829,1.808
BOS,2008,BOS,2008020131,BOS,VAN,AWAY,20081028,Team Level,4on5,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.269,0.278,0.131,0.459,0.068,1.374,0.69,0.278,0.278,0.278,1,2,4,7,0,0,0,0,0,1,2,1,3,0,0,3,0,1,1,1,2,0,0.074,0.204,0,0,0,0,7,3,3,0,0.031,0,0,0.309,0.309,0.309
BOS,2008,BOS,2008020131,BOS,VAN,AWAY,20081028,Team Level,5on4,0.7692,0.8889,0.875,240,5.001,0.05,0.399,1.262,0.157,3.382,1.748,0.05,0.05,0.05,7,0,1,8,0,0,0,3,1,1,2,7,7,0,0,3,0,1,0,7,0,0,0.05,0,0,0,0,0,8,7,7,0,0.1,0,0,0.151,0.151,0.15,0.655,0.015,0.027,0.09,0.017,0.228,0.622,0.015,0.015,0.015,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,1,0,0,0.015,0,0,0,0,0,1,1,1,1,0.009,0,0,0.024,0.024,0.024
BOS,2008,BOS,2008020144,BOS,CGY,AWAY,20081030,Team Level,other,1,1,1,85,1.558,0.58,0.14,0.23,0.04,0.842,0.233,0.528,0.58,0.528,2,1,0,3,0,0,0,1,0,2,0,2,3,0,0,0,0,0,0,2,0,1,0.108,0,0.472,0,0,0,3,3,3,0,0.05,0,0,0.565,0.565,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2008,BOS,2008020144,BOS,CGY,AWAY,20081030,Team Level,all,0.6036,0.4628,0.5049,3600,36.867,5.414,2.418,8.235,1.171,19.573,14.254,4.244,5.492,4.322,31,21,4,56,2,1,0,4,2,17,26,29,50,5,10,29,19,8,10,34,11,7,0.773,1.337,3.304,0,2,0,56.777,52,52.617,9,0.597,0.114,0.114,5.832,5.918,4.722,37.094,3.556,2.907,8.319,1.215,20.873,14.131,3.351,3.487,3.282,38,13,14,65,3,5,0,10,0,13,20,35,48,3,6,29,18,16,15,34,15,2,1.227,1.802,0.527,2,1,0,63.98,51,50.239,10,0.651,0.78,0.78,3.428,3.36,3.225
BOS,2008,BOS,2008020144,BOS,CGY,AWAY,20081030,Team Level,5on5,0.5158,0.4588,0.5,2878,25.961,2.19,1.657,6.541,0.875,13.966,10.771,2.183,2.269,2.261,22,14,3,39,2,1,0,0,1,11,21,20,34,3,6,20,19,7,9,24,11,1,0.621,1.337,0.232,0,2,0,39.777,36,36.617,9,0.342,0.114,0.114,2.418,2.504,2.496,25.855,2.056,1.698,5.84,0.838,14.469,11.098,2.028,1.987,1.959,25,11,10,46,1,2,0,8,0,8,17,24,35,2,4,21,16,16,15,26,9,1,0.863,0.964,0.23,1,0,0,44.98,36,35.239,10,0.352,0.175,0.175,2.233,2.166,2.14
BOS,2008,BOS,2008020144,BOS,CGY,AWAY,20081030,Team Level,4on5,0.0027,0.05,0.0625,397,0.759,0.004,0.01,0.029,0.023,0.178,0.756,0.004,0.004,0.004,0,1,0,1,0,0,0,0,0,0,1,0,1,2,4,4,0,1,1,1,0,0,0.004,0,0,0,0,0,1,1,1,0,0.003,0,0,0.007,0.007,0.007,11.239,1.5,1.208,2.478,0.377,6.404,3.033,1.323,1.5,1.323,13,2,4,19,2,3,0,2,0,5,3,11,13,1,2,3,1,0,0,8,6,1,0.365,0.838,0.297,1,1,0,19,15,15,0,0.299,0.605,0.605,1.194,1.194,1.084
BOS,2008,BOS,2008020144,BOS,CGY,AWAY,20081030,Team Level,5on4,1,1,1,240,8.589,2.639,0.611,1.435,0.233,4.586,2.495,1.529,2.639,1.529,7,5,1,13,0,0,0,3,1,4,4,7,12,0,0,5,0,0,0,7,0,5,0.04,0,2.6,0,0,0,13,12,12,0,0.202,0,0,2.841,2.841,1.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2008,BOS,2008020151,BOS,DAL,HOME,20081101,Team Level,other,0.4301,0.6667,0.6667,240,2.992,0.2,0.14,0.671,0.09,1.445,1.455,0.197,0.2,0.197,3,1,0,4,1,0,0,1,0,1,1,2,3,0,0,3,0,0,0,3,1,0,0.064,0.136,0,0,1,0,4,4,4,0,0.033,0,0,0.232,0.232,0.23,1.482,0.265,0.082,0.307,0.049,0.681,0.616,0.265,0.265,0.265,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,3,1,0,2,1,0,1,0.031,0,0.234,0,0,0,2,2,2,0,0.034,0,0,0.298,0.298,0.298
BOS,2008,BOS,2008020151,BOS,DAL,HOME,20081101,Team Level,all,0.4593,0.4946,0.4545,3600,25.681,3.154,1.622,5.817,0.839,13.311,9.322,3.038,3.149,3.034,25,10,11,46,5,1,0,5,3,11,10,20,30,14,37,45,17,2,3,21,12,2,0.697,1.545,0.911,1,4,0,47.35,35,35.778,1,0.382,0.061,0.061,3.41,3.403,3.281,29.603,3.713,1.629,5.909,0.859,14.166,15.724,3.225,3.725,3.237,36,6,5,47,1,0,0,12,1,13,15,35,41,15,39,24,26,6,6,32,3,7,0.678,0.341,2.693,1,0,0,46.516,42,41.322,2,0.419,0,0,4.131,4.145,3.639
BOS,2008,BOS,2008020151,BOS,DAL,HOME,20081101,Team Level,5on5,0.6376,0.5273,0.4894,2366,16.548,1.501,1.078,3.868,0.503,8.94,6.175,1.492,1.497,1.488,16,7,6,29,3,1,0,2,2,9,6,13,20,10,29,29,12,1,2,15,8,0,0.476,1.025,0,1,2,0,30.35,23,23.778,1,0.224,0.061,0.061,1.599,1.593,1.589,16.83,0.853,0.876,3.844,0.506,8.373,9.548,0.85,0.865,0.862,22,2,2,26,1,0,0,8,0,9,6,21,23,10,29,12,19,3,2,21,3,0,0.512,0.341,0,1,0,0,25.516,24,23.322,0,0.179,0,0,1.032,1.045,1.042
BOS,2008,BOS,2008020151,BOS,DAL,HOME,20081101,Team Level,4on5,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.938,2.499,0.595,1.442,0.244,4.463,2.757,2.015,2.499,2.015,8,4,2,14,0,0,0,4,1,4,3,8,12,3,6,6,2,1,0,6,0,6,0.04,0,2.46,0,0,0,14,12,12,0,0.189,0,0,2.688,2.688,2.186
BOS,2008,BOS,2008020151,BOS,DAL,HOME,20081101,Team Level,5on4,0.938,0.7222,0.6667,632,6.141,1.453,0.405,1.279,0.246,2.926,1.692,1.348,1.453,1.348,6,2,5,13,1,0,0,2,1,1,3,5,7,1,2,8,1,1,1,3,3,2,0.158,0.384,0.911,0,1,0,13,8,8,0,0.125,0,0,1.578,1.578,1.463,2.353,0.096,0.076,0.316,0.06,0.649,2.802,0.096,0.096,0.096,4,0,1,5,0,0,0,0,0,0,4,4,4,2,4,3,4,2,2,4,0,0,0.096,0,0,0,0,0,5,4,4,2,0.017,0,0,0.113,0.113,0.113
BOS,2008,BOS,2008020181,BOS,TOR,HOME,20081106,Team Level,other,0.9539,0.25,0.25,136,0.525,0.621,0.005,0.006,0.011,0.1,0.257,0.621,0.621,0.621,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.621,0,0,1,1,1,1,0,0.002,0,0,0.623,0.623,0.623,2.11,0.03,0.303,0.356,0.075,1.789,0.447,0.03,0.03,0.03,3,0,0,3,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,3,0,0,0.03,0,0,0,0,0,3,3,3,0,0.107,0,0,0.136,0.136,0.136
BOS,2008,BOS,2008020181,BOS,TOR,HOME,20081106,Team Level,all,0.5678,0.4907,0.5056,3600,31.521,3.429,2.175,6.159,0.969,18.092,14.176,3.396,3.459,3.427,35,10,8,53,5,0,0,3,2,12,23,30,40,4,8,20,25,7,2,30,13,2,1.021,1.563,0.845,2,1,2,56.204,45,46.54,1,0.47,0,0,3.899,3.935,3.893,31.181,2.61,2.053,6.853,0.952,17.923,13.61,2.594,2.571,2.555,36,8,11,55,2,0,0,9,0,14,19,34,42,3,6,26,21,5,5,35,8,1,1.016,0.883,0.712,0,2,0,51.451,44,42.451,2,0.475,0,0,3.085,3.041,3.015
BOS,2008,BOS,2008020181,BOS,TOR,HOME,20081106,Team Level,5on5,0.489,0.4651,0.4857,2969,24.173,1.758,1.585,5.02,0.74,14.119,10.777,1.755,1.789,1.785,25,9,6,40,2,0,0,2,1,9,20,23,32,3,6,15,23,5,2,26,8,0,0.869,0.889,0,1,1,0,43.204,34,35.54,1,0.324,0,0,2.083,2.119,2.113,25.271,1.837,1.547,5.665,0.767,14.052,12.131,1.825,1.799,1.787,28,8,10,46,2,0,0,8,0,9,17,26,34,3,6,18,21,5,5,28,8,0,0.955,0.883,0,0,2,0,42.451,36,34.451,2,0.313,0,0,2.15,2.105,2.091
BOS,2008,BOS,2008020181,BOS,TOR,HOME,20081106,Team Level,4on5,0.0013,0.1429,0.1667,250,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,1,0,0,1,0,0,0,0,1,0,0,1,1,1,2,2,1,2,0,1,0,0,0.001,0,0,0,0,0,1,1,1,0,0.002,0,0,0.003,0.003,0.003,3.801,0.743,0.202,0.832,0.109,2.083,1.031,0.739,0.743,0.739,5,0,1,6,0,0,0,1,0,4,0,5,5,0,0,4,0,0,0,4,0,1,0.031,0,0.712,0,0,0,6,5,5,0,0.056,0,0,0.799,0.799,0.788
BOS,2008,BOS,2008020181,BOS,TOR,HOME,20081106,Team Level,5on4,1,1,1,245,6.523,1.048,0.575,1.123,0.207,3.863,2.184,1.02,1.048,1.02,8,1,2,11,2,0,0,1,0,3,3,6,7,0,0,2,0,0,0,3,5,1,0.151,0.673,0.224,1,0,1,11,9,9,0,0.142,0,0,1.19,1.19,1.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2008,BOS,2008020196,BOS,BUF,HOME,20081108,Team Level,other,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2008,BOS,2008020196,BOS,BUF,HOME,20081108,Team Level,all,0.6313,0.5413,0.5275,3600,35.235,2.284,1.986,8.365,1.143,19.337,14.886,2.258,2.258,2.232,40,8,11,59,3,2,1,8,0,15,20,37,45,2,4,30,26,3,6,39,8,1,1.116,0.833,0.335,2,1,0,60.613,48,48.746,3,0.411,0.513,0.513,2.183,2.165,2.147,29.973,1.334,1.661,7.332,0.952,16.997,14.724,1.333,1.364,1.363,33,10,7,50,1,0,0,5,0,8,29,32,42,3,6,15,20,1,5,39,4,0,0.933,0.401,0,1,0,0,50.223,43,43.133,0,0.34,0,0,1.674,1.711,1.709
BOS,2008,BOS,2008020196,BOS,BUF,HOME,20081108,Team Level,5on5,0.617,0.5474,0.5375,3112,31.689,2.043,1.725,7.58,1.039,16.983,13.63,2.018,2.016,1.991,36,7,9,52,3,2,1,8,0,13,17,33,40,2,4,27,24,3,5,35,7,1,1.007,0.701,0.335,2,1,0,53.613,43,43.746,3,0.349,0.513,0.513,1.879,1.861,1.844,25.761,1.268,1.356,6.353,0.825,14.243,12.956,1.267,1.299,1.298,27,10,6,43,1,0,0,5,0,5,26,26,36,2,4,11,20,1,4,33,4,0,0.867,0.401,0,1,0,0,43.223,37,37.133,0,0.268,0,0,1.536,1.573,1.572
BOS,2008,BOS,2008020196,BOS,BUF,HOME,20081108,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.509,0.04,0.269,0.874,0.107,2.488,1.222,0.04,0.04,0.04,5,0,1,6,0,0,0,0,0,3,2,5,5,0,0,1,0,0,1,5,0,0,0.04,0,0,0,0,0,6,5,5,0,0.064,0,0,0.104,0.104,0.104
BOS,2008,BOS,2008020196,BOS,BUF,HOME,20081108,Team Level,5on4,0.9026,0.875,0.8333,210,3.545,0.241,0.26,0.785,0.104,2.354,1.256,0.241,0.241,0.241,4,1,2,7,0,0,0,0,0,2,3,4,5,0,0,1,1,0,1,4,1,0,0.109,0.133,0,0,0,0,7,5,5,0,0.062,0,0,0.303,0.303,0.303,0.703,0.026,0.036,0.105,0.02,0.266,0.546,0.026,0.026,0.026,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,1,0,0,0.026,0,0,0,0,0,1,1,1,0,0.008,0,0,0.034,0.034,0.034
